vOTU_ID	genofeature_module
OQ790161	L438_SNF2
OQ791410	UvrB
OQ817840	UvrB
OQ817844	L762_SNF2
OQ818705	F762_Dda
OQ819159	F762
OQ828305	Y762_Gp4
OQ828306	Y762_Gp4
OQ832096	Twinkle
OQ845957	Y762_L438_Gp4
OQ846916	L438_RecD
OQ847583	DnaB
OQ850183	L438
OQ850290	Y762_L438_Gp4
OQ850291	UvrB_Twinkle
OQ851348	DnaB
OQ858564	F762_DnaB_RecA
OQ858591	F762
OQ870554	L762
OQ870566	Y762_Gp4
OQ870567	Y762_Gp4
OQ871563	Y762_Gp4
OQ884028	F762
OQ884029	DnaB
OQ884030	L438_UvsW_Gp41_RecA
OQ884031	F762
OQ921101	Y762_Gp4
OQ921331	F762
OQ921332	Y762_Gp4
OQ921337	F762_L438_UvrD_UvsW_Gp41
OQ921339	L438_UvrD_UvsW_Gp41
OQ921341	DnaB
OQ921342	L438_DnaB
OQ921343	L438_PcrA_DnaB
OQ921344	DnaB
OQ921345	L438_PcrA_DnaB
OQ921346	DnaB
OQ921348	L438_DnaB
OQ921398	Y762_L438
OQ921725	H762_PcrA_SNF2_DnaB
OQ927978	L438_Dda_UvsW_Gp41_UvsX
OQ938542	F762_Dda
OQ938578	SNF2
OQ938582	F762_Twinkle
OQ938583	F762_Twinkle
OQ938584	F762_SNF2
OQ938587	F762_SNF2
OQ938590	L762_UvsW
OQ938592	F762_Twinkle
OQ939567	Y762_Gp4
OQ939939	F762_L438_DnaB
OQ953985	Y762_Gp4
OQ955832	UvrB_Twinkle
OQ957557	RecG
OQ970438	P438
OQ970439	P438
OQ973471	L438_UvsW_Gp41_UvsX
OQ974181	F762_UvrB
OQ984149	L438_UvsW_Gp41_UvsX
OQ984151	DnaB
OQ992204	F762_RecD
OQ992559	F762_RecD
OQ995425	Twinkle
OQ995427	SNF2
OQ995429	P438
OQ995430	P438_Gp41_RecA
OQ995431	P438_Gp41_RecA
OQ995434	F762_Twinkle
OQ995435	F762_Twinkle
OQ995439	P438
OQ995441	P438
OQ999172	F762_L438_RecG_DnaB_RecA
OQ999401	Y762_P438_SNF2_Twinkle
OQ999402	Y762_V438_Gp4
OR001909	L438
OR003938	L438_UvsW_Gp41_UvsX
OR003939	L762_PcrA_SNF2
OR003940	SNF2
OR032571	L438_UvsW_Gp41_UvsX
OR045358	DnaB
OR048821	UvrB
OR050627	L438
OR052631	SNF2_Twinkle
OR053651	Gp4
OR061068	SNF2
OR067834	F762_Dda
OR067835	F762
OR067836	Y762_Gp4
OR083247	F762_L438_DnaB
OR088869	Gp4
OR088901	DnaB
OR088902	L438_Dda_UvsW_Gp41_UvsX
OR096218	DnaB
OR102880	F762_DnaB_RecA
OR102882	F762
OR105945	Y762_Gp4
OR105946	UvrB_Twinkle
OR113388	L762_SNF2_DnaB_RecA
OR113390	DnaB
OR125561	Y762_L438_Gp4
OR145793	UvrB_Twinkle
OR159649	F762_SNF2
OR159654	SNF2_Twinkle
OR159658	F762_SNF2
OR159659	SNF2
OR159664	DnaB
OR159668	DnaB
OR159670	F762_SNF2
OR159676	F762_P438_RecB_Gp4
OR188719	Twinkle
OR188767	DnaB
OR204649	F762_L438
OR204650	Y762_Gp4
OR204651	Y762_Gp4
OR204652	Gp4
OR208547	L762_L438_Gp41
OR208619	F762
OR225222	F762_RecG
OR225223	L762
OR225224	F762_RecG
OR228459	L438_Dda_UvsW_Gp41_UvsX
OR231917	L438_Dda_UvsW_Gp41_UvsX
OR237563	SNF2_Twinkle
OR237564	SNF2_Twinkle
OR243293	UvrB
OR246918	RecG
OR253903	SNF2
OR253904	Twinkle
OR253907	F762_SNF2
OR253910	SNF2
OR253914	F762_SNF2
OR253918	F762_SNF2
OR256025	UvrB
OR257569	Y762_L438_RecD_SNF2
OR258281	L438_UvsW_Gp41_UvsX
OR260090	F762
OR260414	UvrB_Twinkle
OR261031	F762
OR261032	UvsW_Twinkle
OR263580	F762_Twinkle
OR283216	SNF2_Twinkle
OR287806	Y762_Gp4
OR287807	F762
OR287808	F762
OR287809	F762
OR287810	F762
OR287811	Y762_Gp4
OR290783	Y762_Gp4
OR296290	Y762_Gp4
OR296438	L762
OR296439	Gp4
OR338916	L438_RecB_DnaB
OR339795	SNF2
OR348818	UvrB
OR352933	F762
OR352934	Gp4
OR352935	L762_SNF2
OR352937	UvrB_Twinkle
OR352959	L762_SNF2
OR354840	DnaB
OR354844	DnaB
OR354848	RecG_Twinkle
OR354860	DnaB
OR354861	L438_UvsW_DnaB
OR359403	Y762_Gp4
OR360270	SNF2_Twinkle
OR367448	Gp4
OR397124	RecB
OR413345	F762_L438_DnaB
OR413347	F762_L438_DnaB
OR413582	Y762_Gp4
OR413583	L438_Gp4
OR420333	F762
OR420712	F762_SNF2_Twinkle
OR420734	Y762_P438_Gp4
OR420735	Y762_L438_Gp4
OR420736	Y762_L438_Gp4
OR420737	Y762_P438_Gp4
OR420738	Y762_L438_Gp4
OR420739	L438_Gp4
OR420740	Y762_P438_Gp4
OR420741	Y762_Gp4
OR420742	Y762_L438_Gp4
OR420743	Y762_P438_Gp4
OR420744	Y762_L438_Gp4
OR420746	Y762_P438_Gp4
OR420747	Y762_Gp4
OR420748	Y762_L438_Gp4
OR420750	Y762_P438_Gp4
OR420751	Y762_L438_Gp4
OR420752	Y762_P438_Gp4
OR420753	Y762_Gp4
OR420754	Y762_L438_Gp4
OR424354	L762_SNF2
OR424355	F762_RecD
OR424386	UvrB_Twinkle
OR427838	L438_Dda_UvsW_Gp41_UvsX
OR434027	SNF2_Twinkle
OR455461	L438_RecD_UvsW
OR464140	L438_UvsW_Gp41_UvsX
OR464703	Y762_Gp4
OR466728	UvrB_Twinkle
OR472329	L438
OR472545	UvrB_Twinkle
OR473000	L438_UvsW_Gp41_UvsX
OR474483	DnaB
OR475247	SNF2
OR475255	DnaB
OR475265	DnaB
OR475273	SNF2_Twinkle
OR475276	SNF2_Twinkle
OR475277	Twinkle
OR475283	F762_Twinkle
OR475285	F762_RecB
OR475288	Twinkle
OR475294	Twinkle
OR479082	SNF2
OR492254	F762_L438_DnaB
OR492271	SNF2_Gp4
OR492273	DnaB
OR492274	L762_SNF2
OR492276	F762_RecB_RecD
OR496884	SNF2
OR498732	UvrB
OR500437	Y762_L438
OR508996	L762_UvrB
OR513085	L438
OR515477	F762_L438_DnaB
OR515478	L438_Dda_UvsW_Gp41_UvsX
OR515479	Y762_L438_UvrD_Gp4
OR521057	DnaB
OR521060	F762_Twinkle
OR521063	L762_UvsW
OR521065	F762_SNF2
OR521073	F762_SNF2
OR521080	F762_SNF2
OR521088	F762_Twinkle
OR525703	L762_SNF2
OR525704	L762_SNF2
OR526523	DnaB
OR529408	L438_RecG_Gp41_RecA
OR532797	Y762_Gp4
OR532798	UvrB_Twinkle
OR532806	L438_UvsW_Gp41_UvsX
OR532811	UvrB_Twinkle
OR532821	F762
OR532822	Y762_Gp4
OR532823	Y762_Gp4
OR532825	F762
OR532831	F762
OR532832	F762
OR532836	UvrB_Twinkle
OR532838	F762
OR532839	UvrB
OR532849	UvrB
OR532852	UvrB_Twinkle
OR532854	Y762_Gp4
OR532857	UvrB
OR532867	UvrB_Twinkle
OR532869	F762
OR532874	UvrB
OR532875	UvrB
OR532876	F762
OR532885	UvrB
OR532889	UvrB_Twinkle
OR532890	UvrB_Twinkle
OR532898	F762
OR532900	F762
OR532902	UvrB
OR532903	Y762_Gp4
OR532907	UvrB
OR532908	DnaB
OR538033	L762_SNF2
OR539216	UvrB_Twinkle
OR544125	UvrB_Twinkle
OR545379	Y762_Gp4
OR548257	L762_SNF2
OR553891	F762_Twinkle
OR553895	F762_Twinkle
OR553905	F762_SNF2_DnaB_RecA
OR553907	SNF2_Twinkle
OR553910	F762_SNF2
OR553912	F762_RecB
OR553914	F762_SNF2
OR567511	L438_Dda_UvsW_Gp41_UvsX
OR574845	SNF2
OR575929	RecB_UvrB_DnaB
OR575930	Y762_L438_RecB_Gp4
OR576727	I438_RecD_UvsW_Gp41_RecA
OR589135	SNF2
OR591532	Y762
OR594180	L762_SNF2
OR594184	Y762_Gp4
OR594342	F762
OR599645	Gp4
OR599646	DnaB
OR602862	P438_PcrA_SNF2_DnaB_RecA
OR613467	F762_Twinkle
OR613468	F762_Twinkle
OR613473	SNF2
OR620963	RecD_UvsW
OR620964	F762_SNF2_DnaB_RecA
OR621298	F762_L438_DnaB
OR636717	DnaB
OR639934	Y762_Gp4
OR640348	F762_L438_UvsW_Gp41_RecA
OR645408	Y762_Gp4
OR661252	RecD_SNF2
OR670491	L438_Dda_UvsW_Gp41_UvsX
OR670592	L438_RecB_DnaB
OR683404	DnaB
OR683406	Gp4
OR683411	DnaB
OR683508	SNF2
OR687458	Dda
OR687459	Y762_Gp4
OR699282	L438_Dda_UvsW_Gp41_UvsX
OR699283	L762_SNF2
OR711204	L438_Gp4
OR712157	L438
OR723929	L438_Gp4
OR725490	SNF2_Twinkle
OR725492	F762_A438_SNF2_Gp41_RecA
OR729839	F762
OR730450	DnaB
OR753409	UvrB_Twinkle
OR754314	F762_SNF2
OR756193	L762_SNF2
OR756648	F762_SNF2
OR756649	Y762_SNF2_Twinkle
OR757434	Y762_Gp4
OR769031	Y762_Gp4
OR769032	L438_Dda_UvsW_Gp41_UvsX
OR786095	Y762_Gp4
OR790969	PcrA
OR795024	L438_Gp4
OR797041	F762_UvrB
OR797042	RecG
OR797044	L762_RecD_SNF2
OR797045	L762_SNF2
OR797478	SNF2_Twinkle
OR805293	L438_UvsW_Gp41_UvsX
OR805297	UvrB
OR809313	F762
OR810919	F762_UvsW
OR822025	Y762_Gp4
OR836606	L438_RecD_UvrB
OR838459	F762_L438_DnaB
OR842557	L438_Dda_UvsW_Gp41_UvsX
OR844384	L762_SNF2
OR855706	Y762_Gp4
OR858750	L438
OR861626	UvrB_Twinkle
OR861627	UvrB_Twinkle
OR863359	Y762_L438_Gp4
OR863361	Y762_L438_Gp4
OR863362	L438_UvsW_Gp41_UvsX
OR863363	Y762_Gp4
OR880647	UvrB
OR881364	UvrB_Twinkle
OR885926	L438_UvsW_Gp41_RecA
OR892555	L438_Gp4
OR896821	UvrB_Twinkle
OR896831	UvrB_Twinkle
OR896833	UvrB_Twinkle
OR896835	UvrB_Twinkle
OR896838	L762_SNF2
OR896845	UvrB_Twinkle
OR896856	UvrB_Twinkle
OR896858	UvrB_Twinkle
OR896859	UvrB_Twinkle
OR908438	L438_Gp4
OR911938	L762_SNF2
OR921208	UvrB
OR939735	UvrB_Twinkle
OR941786	F762
OR960973	SNF2
OR966858	F762
OR978128	Y762_Gp4
OR979722	Y762_Gp4
OR979723	UvrB_Twinkle
OR980947	L438_Gp4
OR983331	UvrB_Twinkle
OR983332	F762
OR983334	Y762_Gp4
OR988063	F762_RecD
OR992644	L762_SNF2
OR992647	L762_SNF2
OR994999	L762_PcrA_SNF2
OR997969	F762
OR997970	Y762_Gp4
OV696608	DnaB
OV696619	L762_SNF2
OV696620	Y762_L438
OV696622	DnaB
OX422066	DnaB
OZ018341	DnaB
PP003747	F762_L438_UvsW_Gp41_RecA
PP003914	DnaB
PP003917	Twinkle
PP003922	Twinkle
PP027964	F762_L438_Gp4
PP034127	L762_SNF2
PP034388	F762_L438_UvsW_Gp41_RecA
PP034389	L438_DnaB
PP034390	F762_UvsW_Gp41_RecA
PP047755	L438_Gp4
PP056534	F762_Dda
PP056739	F762_RecD
PP059646	Twinkle
PP069512	UvrB_Twinkle
PP069513	UvrB_Twinkle
PP079413	F762
PP079414	F762
PP079415	F762
PP079416	F762
PP079418	DnaB
PP083182	Y762_Gp4
PP083315	L438_UvsW_Gp41
PP091924	L762_SNF2_Twinkle
PP094244	F762_L438_DnaB
PP096838	Y762_Gp4
PP100845	F762_Dda
PP105577	Y762_Gp4
PP107878	F762_Dda
PP107912	L762_SNF2
PP110486	L438_UvsW_Gp41_UvsX
PP171438	P438_Gp41_RecA
PP171439	P438_Gp41_RecA
PP171440	P438_Gp41_RecA
PP171441	P438_Gp41_RecA
PP171454	DnaB
PP174318	F762
PP179306	RecG_Twinkle
PP179307	RecG_Twinkle
PP179310	L438
PP179312	F762_Dda
PP179314	Y762_DnaB
PP179315	Y762
PP179316	RecG
PP179317	Y762
PP179318	L438_RecG_Gp41_RecA
PP179319	F762
PP179325	UvsW
PP179326	DnaB
PP179330	Y762_Gp4
PP179331	Y762_Gp4
PP179332	L438_UvsW_Gp41_UvsX
PP180001	DnaB
PP180002	DnaB
PP180003	DnaB
PP180004	DnaB
PP180005	DnaB
PP183292	L762_Dda_SNF2
PP197246	L762_RecD_SNF2_Twinkle
PP197248	DnaB
PP203289	L438
PP208920	F762_SNF2
PP208921	F762_Twinkle
PP208923	F762_Twinkle
PP208929	DnaB
PP208930	DnaB
PP208938	SNF2
PP209424	L438_UvsW_Gp41
PP212876	F762
PP212901	DnaB
PP212903	DnaB
PP213477	UvrB_Twinkle
PP216084	F762_L438_DnaB
PP226938	F762
PP226939	Y762_Gp4
PP226940	Y762_Gp4
PP230461	RecG
PP235089	UvrB_Twinkle
PP236111	F762_UvsW
PP236951	DnaB
PP271740	L762
PP280813	L762_SNF2
PP291582	L762_SNF2
PP301343	F762_Dda
PP316169	UvsW
PP328844	Y762_Gp4
PP337211	Dda_UvsX
PP341282	UvrB_Twinkle
PP341283	UvrB_Twinkle
PP350014	Y762_Gp4
PP355766	F762_L438_Dda_UvsW_DnaB_Gp41_UvsX
PP357452	Y762_Gp4
PP357453	Y762_Gp4
PP357466	Y762_Gp4
PP357468	Y762_Gp4
PP357472	Y762_Gp4
PP357477	Y762_Gp4
PP358254	Y762_Gp4
PP358256	SNF2
PP358745	P438_Gp41_RecA
PP359696	L438_Dda_UvsW_Gp41_UvsX
PP373709	UvrB_Twinkle
PP389045	L762_SNF2
PP391266	Y762_Gp4
PP393683	F762_Twinkle
PP395634	P438_Gp41_RecA
PP395636	Twinkle
PP397179	L438_Dda_UvsW_Gp41_UvsX
PP405124	DnaB
PP405626	L762_UvsW
PP408254	L762_P438_RecD_SNF2
PP430152	UvsW
PP430153	F762
PP430345	Y762_L438_Gp4
PP434460	SNF2_Twinkle
PP438406	Twinkle
PP438410	SNF2
PP438412	F762_RecG_UvrB_Gp41_RecA
PP438413	Twinkle
PP438418	Y762_L438_RecD_SNF2
PP438420	Twinkle
PP438422	RecD
PP438425	H762
PP438435	PcrA_RecD_SNF2_DnaB
PP438436	P438_UvsW_RecA
PP438801	SNF2_Twinkle
PP442062	F762
PP444685	UvrB
PP444719	Y762_L438_Gp4
PP453647	UvrB_Twinkle
PP453689	F762
PP454752	UvrB_Twinkle
PP454753	Y762_Gp4
PP454754	F762
PP464953	L438
PP465983	F762_P438_Gp4
PP468606	L438_DnaB
PP476965	Y762_Gp4
PP479941	UvsW
PP481221	RecD
PP481222	L438_Gp4
PP485038	DnaB
PP496414	L438
PP496424	Y762_Gp4
PP496435	Y762_Gp4
PP496441	F762_L438_UvrD_SNF2_DnaB_RecA
PP496444	F762_L438_RecB_SNF2_DnaB_RecA
PP496471	F762_DnaB
PP496473	F762
PP496474	Y762_Gp4
PP496475	Y762_Gp4
PP496476	F762
PP496478	Y762_Gp4
PP496479	Y762_Gp4
PP496723	Y762_Gp4
PP502408	F762_L438_UvsW_DnaB
PP514360	L762_SNF2
PP514361	F762_Dda
PP526029	UvrB_Twinkle
PP526725	Gp4
PP526764	F762_DnaB
PP530290	RecG
PP532814	UvrB_Twinkle
PP532882	DnaB
PP534163	F762_DnaB_RecA
PP534475	F762_L438_DnaB
PP537389	RecD_SNF2
PP537791	UvrB_Twinkle
PP537961	P438_Gp41_RecA
PP537963	F762_SNF2
PP540027	P438
PP541513	L438
PP541514	F762
PP541515	Gp4
PP542034	Y762_Gp4
PP551948	L438
PP552876	L438_DnaB
PP554336	UvrB_Twinkle
PP554338	RecG
PP554395	Y762_Gp4
PP554396	F762_DnaB
PP554576	Y762_Gp4
PP554577	Y762_Gp4
PP554580	UvrB_Twinkle
PP556865	UvrB_Twinkle
PP579741	F762_L438_SNF2_DnaB
PP579744	L438_UvsW_Gp41_RecA
PP580404	UvrB
PP582173	SNF2_Twinkle
PP582175	SNF2_Twinkle
PP582176	SNF2_Twinkle
PP582178	SNF2_Twinkle
PP582179	L762_DnaB
PP582181	L762_DnaB
PP582182	SNF2_Twinkle
PP582186	SNF2_Twinkle
PP582188	L762
PP583004	L762_DnaB
PP596835	UvrB
PP596839	SNF2
PP597396	L438_Dda_UvsW_Gp41_UvsX
PP601403	SNF2
PP627283	L762_SNF2
PP660554	SNF2
PP660555	Y762_Gp4
PP662632	Y762_Gp4
PP680567	L438_RecD_DnaB
PP681140	Y762_L438_Gp4
PP693299	F762_SNF2
PP693300	Y762
PP700702	F762_L438_Dda
PP700703	F762_UvsW
PP701474	F762_Dda_SNF2
PP712099	L438_UvsW_Gp41
PP712102	F762_L438_UvsW_DnaB
PP717790	DnaB
PP724615	F762_L438_DnaB
PP725409	SNF2_Twinkle
PP725410	F762_A438_SNF2_Gp41_RecA
PP734006	Y762_Gp4
PP734007	Y762_Gp4
PP738966	DnaB
PP740684	P438_PcrA_UvrB
PP740689	DnaB
PP747227	SNF2
PP747318	SNF2_Twinkle
PP750865	Gp4
PP750866	H762_RecG_Twinkle
PP750867	P438
PP750966	Twinkle
PP755156	F762
PP756300	L762_L438_SNF2
PP758850	UvrB_Twinkle
PP758854	L762_SNF2_Twinkle
PP758856	UvrB
PP758916	F762_P438_Gp4
PP759150	L762_SNF2
PP763568	Gp4
PP766236	UvrB_Twinkle
PP766721	Y762_Gp4
PP767789	L762_SNF2
PP779551	UvrB
PP780467	F762
PP782351	SNF2
PP786691	L762_SNF2
PP792915	F762
PP801331	Y762_Gp4
PP813863	Y762_Gp4
PP836394	F762_L438_DnaB
PP836962	Gp4
PP836963	UvrB_Twinkle
PP841128	F762
PP841129	DnaB
PP841131	F762
PP841133	F762
PP841135	DnaB
PP847084	UvrB
PP848496	SNF2_Twinkle
PP848836	F762_L438_DnaB
PP848842	F762_Dda
PP848843	Y762_Gp4
PP848845	F762
PP848847	Y762_Gp4
PP848849	F762_L438_DnaB
PP848851	RecG
PP848852	Y762_Gp4
PP856017	L438
PP856713	UvrB_Twinkle
PP856720	Y762_Gp4
PP856721	L438_Gp4
PP856722	L438_Gp4
PP856724	F762_UvsW
PP856729	L438_UvsW_Gp41_UvsX
PP858896	L762_DnaB
PP869411	Y762_Gp4
PP869623	L438_UvsW_Gp41_UvsX
PP882707	Y762_Gp4
PP882867	F762_P438_PcrA_RecD_SNF2
PP885733	SNF2
PP889451	Y762_Gp4
PP889456	F762
PP889457	F762
PP889460	UvrB_Twinkle
PP889461	Y762_Gp4
PP889463	UvrB_Twinkle
PP889469	Y762_Gp4
PP889472	Y762_Gp4
PP889474	F762
PP889475	Y762_Gp4
PP889480	Y762_Gp4
PP889482	Y762_Gp4
PP889491	Y762_Gp4
PP889493	F762
PP889494	F762
PP889499	F762_Dda
PP889500	F762
PP889501	Y762_Gp4
PP895363	Y762_L438_UvrD_Gp4
PP915726	Y762_Gp4
PP919962	L438_UvrD_Gp4
PP920550	L762
PP920551	L762_SNF2
PP920552	L762_SNF2
PP920553	L762_SNF2
PP920555	L762_SNF2
PP920558	L762_L438_RecD_SNF2
PP921804	DnaB
PP926510	UvrB
PP926511	Y762_Gp4
PP931174	F762_L438_UvsW_Gp41_RecA
PP931176	RecD_SNF2
PP932004	UvsW
PP934186	F762
PP934443	F762
PP934444	F762
PP935706	L762_SNF2
PP938272	F762_UvrB
PP941779	F762_L438_DnaB
PP942979	F762_SNF2_DnaB_RecA
PP944329	DnaB
PP944851	L762_DnaB
PP947710	L762_UvsW
PP954958	UvrB
PP965177	L438_RecD
PP968062	L438_SNF2
PP971698	DnaB
PP971806	UvrB_Twinkle
PP974338	L438_UvsW_Gp41_UvsX
PP977194	DnaB
PP978610	F762
PP978611	F762
PP978612	Y762_Gp4
PP978770	P438_Gp41_RecA
PP978775	F762_Twinkle
PP978777	F762_Twinkle
PP978778	F762_Twinkle
PP978779	F762_Twinkle
PP978783	SNF2
PP978796	SNF2_DnaB_RecA
PP978802	L762_UvsW
PP978804	H762
PP978807	F762_Twinkle
PP978811	P438_Gp41_RecA
PP978826	DnaB_RecA
PP978828	SNF2
PP978834	P438
PP978841	SNF2
PP978843	F762_SNF2
PP978848	F762_Twinkle
PP978857	P438
PP978860	P438
PP978861	F762_Twinkle
PP978865	F762_SNF2
PP978870	F762_Twinkle
PP978878	SNF2
PP978879	F762_SNF2
PP978884	F762_Twinkle
PP978889	F762_SNF2
PP978892	SNF2
PP978895	F762_SNF2
PP988008	UvrB_Twinkle
PP989839	F762_Dda
PP994489	F762
PP996006	L762_SNF2
PQ002169	F762_L438_DnaB
PQ002171	L438_Gp4
PQ002172	L762_SNF2
PQ008971	UvrB_Twinkle
PQ010280	Y762_Gp4
PQ014581	F762
PQ014731	L438
PQ015378	L438_SNF2
PQ015379	F762_SNF2_DnaB_RecA
PQ015601	F762
PQ036876	L438_RecD
PQ039552	DnaB
PQ039553	Y762_Gp4
PQ041310	F762_L438_DnaB
PQ041629	F762_L438_DnaB
PQ051109	F762_RecD
PQ065999	F762
PQ072212	F762_Dda
PQ092953	RecB_Gp41
PQ096440	L438_Dda_UvsW_Gp41_UvsX
PQ109075	SNF2_DnaB
PQ109079	SNF2
PQ109080	UvrD
PQ109787	L762_SNF2
PQ111865	L762_SNF2
PQ114738	F762_SNF2
PQ114739	F762_Twinkle
PQ114741	SNF2
PQ114743	F762_Twinkle
PQ114752	SNF2
PQ122694	Y762_Gp4
PQ126513	UvrB_Twinkle
PQ130131	F762_P438_Gp4
PQ130132	F762
PQ133007	L762_SNF2
PQ133599	F762
PQ133600	F762_L438_Dda
PQ133601	Y762_Gp4
PQ133602	Y762_Gp4
PQ133605	Y762_Gp4
PQ133606	F762
PQ133607	Y762_Gp4
PQ133609	UvrB
PQ133612	UvrB_Twinkle
PQ133613	UvrB_Twinkle
PQ133614	Y762_Gp4
PQ133617	F762
PQ133619	Y762_Gp4
PQ133620	Y762_Gp4
PQ133621	F762
PQ133622	Y762_Gp4
PQ133625	L438_Gp4
PQ133626	Y762_Gp4
PQ133627	F762
PQ133628	Y762_Gp4
PQ139365	Y762_Gp4
PQ139366	L762_SNF2
PQ140450	L438_Dda_UvsW_Gp41_UvsX
PQ152681	L762_SNF2
PQ158664	F762_DnaB
PQ158666	F762_P438_DnaB
PQ160474	L762_SNF2_Twinkle
PQ166232	UvsW_Twinkle
PQ182779	SNF2
PQ184785	SNF2
PQ184795	L762_SNF2
PQ184797	Twinkle
PQ184803	DnaB_RecA
PQ184804	SNF2
PQ184818	DnaB
PQ184828	DnaB
PQ184831	F762_Twinkle
PQ184833	Twinkle
PQ189353	PcrA
PQ195596	Gp4
PQ197041	UvrB_Twinkle
PQ202989	F762_SNF2
PQ213798	UvsW
PQ217616	L438_UvsW_Gp41_RecA
PQ221054	UvrB_Twinkle
PQ227708	DnaB
PQ227709	Y762_Gp4
PQ231053	F762
PQ244012	DnaB
PQ247121	SNF2_RecA
PQ276738	F762_RecD
PQ284951	UvsW_Twinkle
PQ285366	F762
PQ287279	DnaB
PQ287320	L438_RecD_SNF2
PQ287567	F762
PQ288045	Y762_Gp4
PQ288046	L438
PQ289635	SNF2
PQ295795	L762_SNF2
PQ295796	L762_SNF2
PQ299796	Y762_Gp4
PQ306468	Y762_Gp4
PQ308734	Y762
PQ310662	F762_Dda
PQ311673	F762
PQ314491	RecD_SNF2
PQ337356	UvrB_Twinkle
PQ337357	UvrB_Twinkle
PQ349086	DnaB
PQ349265	L438_Dda_UvsW_Gp41_UvsX
PQ351672	F762
PQ352032	RecD_UvsW_Twinkle
PQ356293	Y762_Gp4
PQ358941	F762
PQ358942	SNF2
PQ360875	Y762_L438_UvrD_Gp4
PQ362313	F762
PQ362703	F762_Dda
PQ374180	F762
PQ384582	L762_SNF2
PQ389505	DnaB
PQ394074	L762_SNF2
PQ394119	F762
PQ409239	F762_Dda
PQ412846	DnaB
PQ417132	L762_SNF2
PQ421477	F762
PQ423993	L762_SNF2
PQ429079	L762_SNF2
PQ432284	DnaB
PQ432285	DnaB
PQ432286	DnaB
PQ433350	UvrB_Twinkle
PQ433352	L762
PQ433353	UvsW_RecA
PQ435408	F762_Dda
PQ436005	L762_SNF2
PQ437329	RecG
PQ449568	L762_UvsW
PQ473534	Y762_Gp4
PQ476011	Gp4
PQ480913	UvrB_Twinkle
PQ492277	UvsW
PQ492289	L438_UvrB_Gp41_RecA
PQ495740	L438
PQ495741	L438
PQ495743	SNF2
PQ505476	Y762_Gp4
PQ505481	F762
PQ511047	L762_SNF2
PQ511476	F762_DnaB
PQ518655	F762
PQ519586	UvrB_Twinkle
PQ521129	Y762_L438_Gp4
PQ533658	DnaB
PQ533669	DnaB
PQ539422	DnaB
PQ540732	Y762_V438_Gp4
PQ553208	UvrB_Twinkle
PQ559666	Y762_L438_RecB_SNF2_Twinkle
PQ559667	F762_P438_Gp4
PQ559669	SNF2
PQ562891	F762
PQ564447	SNF2_RecA
PQ567070	L762_SNF2
PQ567101	RecD_SNF2
PQ569648	UvrB_UvsW_Twinkle
PQ570679	Gp4
PQ571161	Twinkle
PQ579973	L762_SNF2
PQ586903	SNF2_Twinkle
PQ589211	UvrB
PQ589834	L438_Dda_UvsW_Gp41_UvsX
PQ589898	UvsW_Twinkle
PQ593108	Y762_Gp4
PQ619753	L762_SNF2
PQ621116	F762_UvrB
PQ638372	L438_UvsW_Gp41_UvsX
PQ641084	F762
PQ641135	F762_DnaB
PQ656108	F762_I438_Dda
PQ658967	L762_SNF2
PQ676986	L762_SNF2
PQ741606	F762_DnaB_RecA
PQ824399	Y762_Gp4
PQ826494	DnaB
U88974	UvrB_Twinkle
X51522	Twinkle
X97918	DnaB
