ID	enriched_cb_chain	Syntenome
Ga0531460_000448	(102794_102795_149131, 102795_102794_210645, 104489_236268_185707)	10
Ga0531460_000449	(51696_123936_188809, 75854_188809_123936)	59
Ga0531460_000450	(195078_201465_234451)	2
Ga0531460_000451	(24518_216882_60903, 216882_24518_244535)	41
Ga0531460_000458	(37546_74759_156875, 56505_84933_156875, 74759_37546_100034, 74759_156875_84933)	10
Ga0531460_000465	(851_37643_142640, 64303_142639_93109)	10
Ga0531460_000466	(25589_149159_134637, 51058_60674_212335, 51058_107136_134637, 51514_212335_60674, 60674_51058_107136, 107136_134637_149159, 176531_51514_212335)	45
Ga0531460_000468	(142446_150780_237963)	8
Ga0531460_000469	(93388_173831_169287)	39
Ga0531460_000471	(28704_80583_193402, 28704_240122_60804, 50308_60804_240122, 59308_201451_193402, 68597_184892_219426, 80583_28704_240122, 80583_193402_201451)	58
Ga0531460_000476	(17365_181092_122939, 17365_234857_185588, 68071_37597_122939, 115091_236275_185588, 181092_17365_234857, 234857_185588_236275)	1
Ga0531460_000477	(3402_201098_212647, 3402_212511_188849, 53951_201567_212647, 56138_60272_243847, 56138_122194_122598, 60272_56138_122194, 60272_243847_173810, 122194_122598_151517, 173810_188849_212511, 188849_173810_243847, 201098_3402_212511, 201098_212647_201567)	33
Ga0531460_000478	(64297_185413_202626, 102852_202626_185413, 142446_150780_237963, 150780_142446_185716, 150780_237963_195721)	8
Ga0531460_000479	(42220_238571_50328, 50328_133282_167968, 133282_50328_238571)	2
Ga0531460_000481	(17365_144617_122939, 17365_234857_80765, 24768_80765_234857, 68071_151332_93518, 68071_223210_122939, 80765_24768_175625, 107769_20564_115091, 144617_17365_234857, 144617_122939_223210, 151332_68071_223210, 151332_93518_156493)	1
Ga0531460_000484	(34108_234654_173642, 80481_34108_234654, 193436_80606_202174)	17
Ga0531460_000487	(2654_84202_144349, 28587_142369_92204, 84202_144349_92204, 142369_92204_144349)	16
Ga0531460_000489	(17365_202778_185588, 24406_59531_115091, 24406_143252_50246, 59531_24406_143252, 134804_185588_202778, 144617_17365_202778)	1
Ga0531460_000490	(9959_202068_211164, 144091_9959_202068)	11
Ga0531460_000493	(42156_210425_204783, 144558_238571_193134, 193134_204783_210425, 204783_193134_238571)	1
Ga0531460_000494	(114_32339_149108, 396_172588_159763, 396_236157_149108, 32339_114_243522, 32601_159763_172588, 32601_190390_234396, 159763_32601_190390, 172588_396_236157, 190390_234396_240436)	0
Ga0531460_000495	(455_112238_143461, 457_68393_195301, 56856_143461_112238)	56
Ga0531460_000498	(144617_144989_234857, 234857_188494_236336)	1
Ga0531460_000501	(42156_42250_243824, 42156_134824_193134, 42250_42156_134824, 134824_193134_149422)	1
Ga0531460_000505	(13929_53365_193501, 13929_144306_80238, 28587_142369_92204, 53365_13929_144306, 53365_193501_167933, 84202_144349_92204, 84202_193892_244445, 142369_92204_144349, 144306_80238_244445, 144349_84202_193892, 167933_167933_193501)	16
Ga0531460_000507	(3402_201098_32480, 3402_212511_75530, 28501_55098_75157, 28503_32480_201098, 173810_75530_212511, 201098_3402_212511)	33
Ga0531460_000508	(32728_50736_101109, 50736_32728_50742, 50736_101109_74881, 50746_74881_101109)	60
Ga0531460_000512	(217781_134970_240253)	1
Ga0531460_000514	(115091_159196_211227)	1
Ga0531460_000515	(75743_92429_102725, 92429_75743_143180)	49
Ga0531460_000516	(22706_151493_236162, 42221_243533_193134)	16
Ga0531460_000520	(73088_73087_213264)	59
Ga0531460_000527	(38949_128744_84138, 50308_84138_128744, 50308_104812_68100, 84138_50308_104812, 104812_68100_219893)	58
Ga0531460_000531	(13929_105054_244445, 13929_236162_151493, 76380_92161_144349, 92161_76380_93602, 92161_144349_244445, 93313_229422_229422, 105054_13929_236162, 105054_244445_144349)	16
Ga0531460_000534	(32833_202714_219678, 32833_207497_207496, 202714_32833_207497)	41
Ga0531460_000537	(51875_144349_92161, 142368_51875_144349)	16
Ga0531460_000541	(76652_193636_210846, 184856_210846_193636)	34
Ga0531460_000543	(195078_201465_234451)	2
Ga0531460_000544	(134647_176032_240181)	68
Ga0531460_000546	(28587_76380_92161, 76380_92161_144349, 92161_144349_244445, 144306_244445_144349)	0
Ga0531460_000547	(32339_76367_176138, 76367_32339_149751, 76367_176138_150780, 84003_73033_229451, 142446_150780_176138, 142446_185716_243405, 149240_149642_153579, 150780_142446_185716, 185716_243405_229451)	8
Ga0531460_000549	(59503_201641_149691, 133067_134456_159250, 159408_149691_201641)	50
Ga0531460_000552	(396_172588_159763, 20273_190390_32601, 32601_159763_172588, 159763_32601_190390)	0
Ga0531460_000553	(22201_60903_216882)	41
Ga0531460_000555	(38973_60725_42045, 51671_38973_60725, 60725_42045_159467, 165962_207076_240113)	10
Ga0531460_000556	(17357_50403_51562, 50403_51562_73019, 50405_156712_112879, 134317_20544_149661)	0
Ga0531460_000557	(151736_151389_202356)	59
Ga0531460_000560	(20167_75937_240523, 20167_236281_212118, 75937_20167_236281, 75937_240523_236437, 84124_100303_236437)	8
Ga0531460_000565	(93656_25589_223105)	10
Ga0531460_000567	(68740_216787_195183)	8
Ga0531460_000577	(20273_190390_32601, 32601_159763_172588, 159763_32601_190390)	0
Ga0531460_000586	(51913_153017_234735, 51913_236287_219738, 98850_234735_153017, 153017_51913_236287, 156414_32479_219489)	52
Ga0531460_000588	(144616_28875_234350)	7
Ga0531460_000590	(50015_74358_56138, 50015_151517_122110, 56138_101531_156421, 74358_50015_151517, 74358_56138_101531, 101531_156421_156420, 107276_195173_172592, 122110_144568_172592, 144568_122110_151517, 144568_172592_195173)	25
Ga0531460_000598	(133941_238571_228515, 142369_228515_238571)	52
Ga0531460_000600	(50328_238571_243604)	0
Ga0531460_000601	(50308_128744_122388, 60804_50308_128744)	58
Ga0531460_000602	(73087_188210_216675)	61
Ga0531460_000603	(24308_212690_64097, 24309_24310_100458, 24309_24310_112743, 24310_24309_24310, 24310_100458_211469, 24310_112743_134181, 64097_229009_151500, 64098_211469_100458, 112743_134181_151500, 134181_151500_229009, 212690_24308_229008, 212690_64097_229009)	56
Ga0531460_000605	(20167_236281_212118, 75937_20167_236281, 84124_100303_236437)	8
Ga0531460_000609	(132068_156733_199187)	0
Ga0531460_000610	(134299_37537_240726)	0
Ga0531460_000612	(32601_190390_234396, 159763_32601_190390, 190390_234396_240436)	0
Ga0531460_000615	(114_32339_149108, 114_243522_55179, 396_64357_149108, 32339_114_243522, 55179_68126_123491, 68126_55179_243522)	0
Ga0531460_000616	(24473_176435_75557, 75556_176434_122517, 75557_122517_176434, 122517_75557_176435)	34
Ga0531460_000628	(76625_115112_115113, 115112_76625_210425)	51
Ga0531460_000631	(144349_92161_175512, 198999_74567_204813)	0
Ga0531460_000632	(74666_188881_193399, 188880_193399_188881, 193399_188880_243446)	36
Ga0531460_000635	(50405_156712_112879)	0
Ga0531460_000637	(55030_74972_104703, 74972_55030_199271, 74972_104703_199262, 104703_199262_236193, 104704_236193_199262)	68
Ga0531460_000643	(195456_185567_223552)	10
Ga0531460_000644	(144349_68740_216787)	8
Ga0531460_000645	(37716_243013_149172)	41
Ga0531460_000648	(51696_123936_188809, 74843_75854_188809, 74843_185850_202356, 75854_74843_185850, 75854_188809_123936)	59
Ga0531460_000652	(84202_143697_102466, 93412_102466_143697, 102466_93412_204813, 133169_84202_143697)	0
Ga0531460_000658	(156323_133282_167968)	0
Ga0531460_000660	(24673_219359_193658)	58
Ga0531460_000661	(17365_202778_185588, 17365_240523_122939, 202778_17365_240523)	1
Ga0531460_000662	(42220_240529_131805, 144349_131805_240529)	0
Ga0531460_000663	(76455_219833_107276, 107276_219801_202007, 219801_107276_219833, 219833_76455_228812)	4
Ga0531460_000665	(733_240841_240842)	10
Ga0531460_000667	(9881_9882_55114, 9882_55114_195138)	35
Ga0531460_000670	(3957_212202_50832, 50832_153237_212205, 107385_212205_153237, 153237_50832_212202, 195150_3957_212202)	68
Ga0531460_000672	(93656_25589_223105)	10
Ga0531460_000673	(74843_75854_188809, 74843_101971_202356, 75854_74843_101971, 101971_202356_151389, 151736_151389_202356)	59
Ga0531460_000675	(114_216487_149108, 396_172588_9139, 172588_9139_190390, 216487_149108_244551)	0
Ga0531460_000678	(25589_244559_134637, 212335_51514_223182)	45
Ga0531460_000679	(2654_84202_144349, 50588_167933_60994)	16
Ga0531460_000680	(60342_60343_219769, 60343_219769_238090, 142271_151032_238090)	4
Ga0531460_000686	(20167_236281_212118, 75937_20167_236281, 112673_212118_236281, 115091_112673_212118)	8
Ga0531460_000688	(102725_191972_151712)	49
Ga0531460_000690	(68734_223552_185567, 229095_153061_244852)	10
Ga0531460_000692	(107848_238278_184713, 238278_184713_243875)	24
Ga0531461_000002	(24245_51504_51029)	3
Ga0531461_000003	(17365_144617_122939, 17365_234857_80765, 37019_167968_37462, 42156_156493_93518, 42156_210425_134824, 42191_193134_134824, 68071_151332_93518, 107769_20564_115091, 144617_17365_234857, 144617_122939_223210, 151332_93518_156493, 156493_42156_210425, 193134_134824_210425)	1
Ga0531461_000004	(462_123425_76401)	10
Ga0531461_000005	(24245_51504_51029)	3
Ga0531461_000006	(473_149478_75694)	67
Ga0531461_000007	(17365_144617_122939, 17365_234857_80765, 42156_210425_204783, 42156_243823_243824, 75854_122939_144617, 93460_149422_193134, 144617_17365_234857, 149422_193134_204783, 159287_80765_234857, 193134_204783_210425, 210425_42156_243823)	1
Ga0531461_000009	(396_172588_159763, 32601_159763_172588)	0
Ga0531461_000012	(3585_216282_50878, 32172_53582_53582, 53582_53582_68915, 216279_20291_234688)	58
Ga0531461_000013	(396_172588_159763, 28783_135275_240726)	0
Ga0531461_000016	(396_172588_159763, 28783_135275_240726)	0
Ga0531461_000017	(75854_201005_123936)	67
Ga0531461_000018	(851_216465_107846, 47347_107846_216465, 74243_234371_127693)	10
Ga0531461_000022	(851_37643_201370, 37643_201370_216735)	10
Ga0531461_000024	(2953_143149_238068, 2953_159888_143177, 22077_75743_101448, 37028_22077_75743, 73098_151737_143177, 75743_101448_101447, 101447_238068_143149, 101448_101447_238068, 143149_2953_159888, 151537_59400_195724, 151736_207448_173772, 151737_143177_159888)	10
Ga0531461_000025	(462_123425_143154, 66826_133619_134835, 71129_134835_133619)	8
Ga0531461_000036	(22360_42153_243010, 42153_243010_56518)	51
Ga0531461_000038	(101135_242906_238826, 107769_238826_242906, 185507_107769_238826)	53
Ga0531461_000041	(37925_151389_202356, 75854_201005_123936)	67
Ga0531461_000042	(17365_144617_122939, 17365_234857_144203, 24768_101135_201011, 24768_144203_234857, 50246_238879_92841, 51986_104631_212533, 68071_204770_122939, 101135_24768_144203, 104631_212533_175625, 144617_17365_234857, 144617_122939_204770)	1
Ga0531461_000044	(3402_201098_212647, 24169_80185_210806, 28498_32482_193552, 28501_53951_75157, 28501_187028_211164, 32482_28498_101566, 53951_28501_187028, 56138_122194_122598, 60272_56138_122194, 75157_212647_201098, 75216_210806_80185, 80185_24169_122192, 80605_104161_244740, 84179_223738_156320, 104161_244740_202068, 107276_151517_122598, 122194_122598_151517, 187028_211164_238727, 201098_3402_212511, 202068_238727_211164, 238727_202068_244740)	33
Ga0531461_000049	(24747_47354_93737, 28987_89786_144165, 80554_201341_228504, 89786_144165_193010, 144170_228504_201341)	61
Ga0531461_000052	(851_216465_107846)	10
Ga0531461_000053	(32243_37642_202552, 32243_240572_187325, 34341_97036_187325, 37642_32243_240572, 97036_187325_240572)	74
Ga0531461_000058	(193775_201053_193776)	67
Ga0531461_000062	(37107_50380_134074, 50380_37107_123806, 50380_134074_170518, 195078_240620_213130)	53
Ga0531461_000064	(2821_240332_151710, 75743_92429_102725, 76873_151710_240332, 92429_102725_191972, 202705_2821_240332)	49
Ga0531461_000076	(31619_214548_64467)	30
Ga0531461_000081	(75927_75926_93197, 101141_101142_244337, 101141_151506_240870, 101142_101141_151506, 101142_244337_187275)	60
Ga0531461_000083	(17365_144617_122939, 17365_202778_185588, 42156_134824_193134, 68071_204770_122939, 134715_185588_202778, 144617_17365_202778, 144617_122939_204770)	1
Ga0531461_000085	(396_149108_37538, 396_172588_9139, 9139_32601_190390, 28783_37538_149108, 32601_9139_172588, 134299_37537_240726, 149108_396_172588)	0
Ga0531461_000090	(102794_102795_149131, 102795_102794_210645, 104489_236268_185707)	10
Ga0531461_000091	(176335_223175_199151)	45
Ga0531461_000093	(17365_144617_122939, 17365_234857_80765, 32635_122939_144617, 106580_153303_219287, 106580_159289_207371, 115091_50246_244117, 122939_32635_243605, 144617_17365_234857, 153303_106580_159289, 159287_80765_234857, 159289_207371_243554)	1
Ga0531461_000095	(20901_55325_228322, 20901_170518_107809, 55325_20901_170518, 60443_149396_107809, 149396_107809_170518, 195078_201465_234451)	2
Ga0531461_000100	(2821_240332_151710, 75743_102725_191972, 102725_191972_151712)	49
Ga0531461_000103	(60611_56790_143476)	71
Ga0531461_000104	(38832_143193_123936)	67
Ga0531461_000113	(176335_223175_199151)	45
Ga0531461_000114	(80765_234857_144989, 122939_144617_144989, 144617_144989_234857, 172554_80765_234857)	1
Ga0531461_000116	(32172_53582_53582, 53582_53582_68915)	58
Ga0531461_000121	(17365_144617_122939, 17365_234857_144203, 32352_159287_144203, 42156_156493_93518, 51876_68071_64083, 51876_223210_122939, 64083_93518_156493, 68071_51876_223210, 68071_64083_93518, 144617_17365_234857, 144617_122939_223210, 159287_32352_175625, 159287_144203_234857)	1
Ga0531461_000124	(56856_149510_72793)	56
Ga0531461_000132	(851_37643_142640, 851_150396_93109, 37643_851_150396, 64303_142639_93109, 127693_64303_142639)	10
Ga0531461_000135	(396_172588_159763, 20273_190390_32601, 32601_159763_172588, 159763_32601_190390)	0
Ga0531461_000139	(2821_240332_151710, 64046_143179_202706, 143179_64046_191972, 202705_2821_240332, 202706_151710_240332)	49
Ga0531461_000144	(47174_143486_134855, 75847_134855_143486, 134855_75847_200959)	41
Ga0531461_000154	(24168_223738_84179, 28498_32482_122190, 28498_101566_53950, 32482_28498_101566, 80185_93512_122192, 80605_122997_84179, 93512_80185_210806, 101566_53950_122192, 104161_80605_122997, 107276_151517_122598, 122997_84179_223738, 151517_122598_156327)	33
Ga0531461_000160	(50308_74223_128744, 74223_50308_104812)	58
Ga0531461_000172	(64451_93602_175512)	16
Ga0531461_000173	(17365_144617_122939, 17365_202778_185588, 24406_59531_115091, 24406_143252_50246, 32635_122939_144617, 59531_24406_143252, 68071_32635_122939, 134804_185588_202778, 144617_17365_202778)	1
Ga0531461_000178	(73088_73087_213264)	59
Ga0531461_000182	(42156_134824_193134, 68071_151332_93518, 134824_42156_156493, 134824_193134_149422)	1
Ga0531461_000183	(851_150396_93109, 150396_851_237220)	10
Ga0531461_000184	(100039_117148_176235, 193237_151132_193238)	10
Ga0531461_000186	(76625_115112_115113, 115112_76625_210425, 115112_115113_151157, 115113_151157_188865)	51
Ga0531461_000194	(51058_60674_212335, 51058_107136_134637, 51514_212335_60674, 51514_223182_100095, 60674_51058_107136, 212335_51514_223182)	45
Ga0531461_000195	(20274_100126_193381, 100126_193381_107646)	0
Ga0531461_000197	(112653_142369_228515, 133941_238571_228515, 142369_112653_142576, 142369_228515_238571)	52
Ga0531461_000200	(32849_236162_149089, 149089_240583_153359, 195078_201465_234451, 228828_153359_240583, 236162_149089_240583)	2
Ga0531461_000203	(68213_107283_135096, 107283_135096_107305)	9
Ga0531461_000204	(28860_101928_223701, 47224_29395_144884)	55
Ga0531461_000205	(20411_47175_47174, 47174_143486_134855, 47175_47174_143486, 75847_134855_143486, 75847_200959_151700, 134855_75847_200959)	41
Ga0531461_000220	(51058_60674_212335, 51058_107136_134637, 51514_212335_60674, 60674_51058_107136, 107136_134637_149159, 134107_149159_134637)	45
Ga0531461_000230	(20448_228452_22031, 22031_176368_38949, 38949_128744_74223, 50308_60804_240122, 50308_176369_68597, 60804_50308_176369, 128744_38949_176368, 176368_22031_228452, 176369_68597_184892)	58
Ga0531461_000232	(51058_60674_212335, 51058_107136_134637, 60674_51058_107136, 107136_134637_149159, 134107_149159_134637)	45
Ga0531461_000233	(17365_202778_185588, 24406_59531_115091, 24406_143252_50246, 59531_24406_143252, 115091_236275_185588, 144617_17365_202778, 202778_185588_236275)	1
Ga0531461_000241	(51058_60674_212335, 51058_107136_134637, 51514_212335_60674, 60674_51058_107136, 107136_134637_149159, 134107_149159_134637, 212335_51514_223182)	45
Ga0531461_000247	(32497_2981_74905, 75727_42062_207465)	0
Ga0531461_000254	(112532_195130_134399)	67
Ga0531461_000256	(38877_122269_112545, 122269_112545_207093)	44
Ga0531461_000260	(68384_212691_195299, 151501_68384_212691, 212691_195299_229008)	56
Ga0531461_000266	(56889_193775_195840, 92319_56889_193775)	67
Ga0531461_000269	(80993_122096_240858)	60
Ga0531461_000280	(6823_211656_80868, 6823_243844_151631, 80868_92788_134231, 84087_134231_92788, 92788_80868_211656, 107278_151631_243844, 211656_6823_243844)	25
Ga0531462_000001	(396_64357_149108, 396_172588_159763, 17365_144617_236437, 28587_76380_92161, 32601_159763_172588, 190390_234396_240436)	0
Ga0531462_000002	(17365_181092_122939, 32635_122939_181092, 42156_42250_243824, 42156_210425_134824, 42250_42156_210425, 68071_32635_122939, 93460_149422_193134, 115091_134715_185588, 134824_193134_149422, 193134_134824_210425)	1
